ts,open,high,low,close,volume
2023-06-28,394.27,406.68,391.81,405.62,7629616
2023-06-29,405.62,408.99,405.39,407.81,4353405
2023-06-30,407.81,412.79,405.91,411.33,3617380
2023-07-01,411.33,420.62,410.76,416.83,6951816
2023-07-02,416.83,417.52,412.71,417.16,5925593
2023-07-03,417.16,417.22,410.79,415.54,5428022
2023-07-04,415.54,419.31,406.48,411.26,3084277
2023-07-05,411.26,413.67,407.77,412.09,1913438
2023-07-06,412.09,425.61,410.78,422.14,6430349
2023-07-07,422.14,432.04,418.68,427.93,1011459
2023-07-08,427.93,432.6,426.25,432.25,8716849
2023-07-09,432.25,440.65,429.01,439.75,5431308
2023-07-10,439.75,442.2,435.52,438.34,1940637
2023-07-11,438.34,443.02,436.86,441.82,3188435
2023-07-12,441.82,442.36,437.65,440.89,1087758
2023-07-13,440.89,442.79,424.9,425.26,8041491
2023-07-14,425.26,431.44,423.49,429.44,2969377
2023-07-15,429.44,429.61,425.61,428.51,1463963
2023-07-16,428.51,435.04,428.14,432.28,6657807
2023-07-17,432.28,433.06,430.93,431.27,4105613
2023-07-18,431.27,436.48,430.66,436.38,3835782
2023-07-19,436.38,438.62,435.44,435.66,3450406
2023-07-20,435.66,436.36,432.82,436.17,2721498
2023-07-21,436.17,436.21,432.98,433.14,4901659
2023-07-22,433.14,433.86,426.26,430.2,3474076
2023-07-23,430.2,437.61,426.32,435.49,5068917
2023-07-24,435.49,438.57,427.42,429.16,8958786
2023-07-25,429.16,432.15,420.03,420.51,6000676
2023-07-26,420.51,421.49,419.92,421.01,1504451
2023-07-27,421.01,425.55,420.54,423.22,1949637
2023-07-28,423.22,428.61,419.37,419.46,3761888
2023-07-29,419.46,425.21,416.9,422.07,3615795
2023-07-30,422.07,423.23,419.49,421.43,4136363
2023-07-31,421.43,426.82,420.7,426.58,1677488
2023-08-01,426.58,431.45,421.88,427.95,2037740
2023-08-02,427.95,429.44,417.87,420.76,3589556
2023-08-03,420.76,427.44,418.55,426.35,1413200
2023-08-04,426.35,427.84,423.2,425.66,3712114
2023-08-05,425.66,428.94,420.77,424.52,1254024
2023-08-06,424.52,425.82,420.63,422.3,4150489
2023-08-07,422.3,423.12,418.94,419.12,8718162
2023-08-08,419.12,422.67,416.21,422.09,4044849
2023-08-09,422.09,425.52,416.31,424.7,6175590
2023-08-10,424.7,433.38,422.73,432.32,3494821
2023-08-11,432.32,436.31,422.36,422.46,8687820
2023-08-12,422.46,431.81,418.47,426.48,1899773
2023-08-13,426.48,436.01,425.57,430.15,7512551
2023-08-14,430.15,431.33,425.12,427.6,8785462
2023-08-15,427.6,430.42,427.59,430.11,8810265
2023-08-16,430.11,434.5,429.18,429.65,3749784
2023-08-17,429.65,431.34,421.44,423.42,7575268
2023-08-18,423.42,424.9,422.16,423.97,3074565
2023-08-19,423.97,434.39,422.12,431.52,5040707
2023-08-20,431.52,432.2,422.86,427.7,1605364
2023-08-21,427.7,427.8,425.69,426.67,1808851
2023-08-22,426.67,430.0,413.13,414.51,2115107
2023-08-23,414.51,417.26,412.6,414.19,6654832
2023-08-24,414.19,417.71,413.61,414.89,7541022
2023-08-25,414.89,415.92,405.86,407.43,5755369
2023-08-26,407.43,409.14,407.06,407.22,2558070
2023-08-27,407.22,412.23,405.93,412.19,8416937
2023-08-28,412.19,415.61,410.6,414.8,3063171
2023-08-29,414.8,418.0,414.73,416.34,7781710
2023-08-30,416.34,422.16,416.13,420.64,8405673
2023-08-31,420.64,422.77,416.62,420.91,8670338
2023-09-01,420.91,424.28,414.34,414.42,6037302
2023-09-02,414.42,419.03,413.91,416.05,8802862
2023-09-03,416.05,422.36,414.68,421.1,7501156
2023-09-04,421.1,427.91,415.59,426.93,1887347
2023-09-05,426.93,429.73,421.92,422.3,3852265
2023-09-06,422.3,424.5,421.08,423.51,3138370
2023-09-07,423.51,431.94,419.84,431.02,7868869
2023-09-08,431.02,432.69,423.59,426.71,2553109
2023-09-09,426.71,427.37,422.83,425.51,5055950
2023-09-10,425.51,427.76,425.1,426.76,4315989
2023-09-11,426.76,427.93,422.2,425.53,4336754
2023-09-12,425.53,426.34,422.0,424.26,3376502
2023-09-13,424.26,426.37,418.39,422.03,8412969
2023-09-14,422.03,426.15,420.15,424.63,8249824
2023-09-15,424.63,429.88,423.2,425.68,4397163
2023-09-16,425.68,425.76,421.94,422.18,8563425
2023-09-17,422.18,424.56,419.61,423.61,4059552
2023-09-18,423.61,428.43,423.27,427.08,1124439
2023-09-19,427.08,430.13,426.26,429.72,5805535
2023-09-20,429.72,431.35,423.87,425.43,5231742
2023-09-21,425.43,429.56,424.68,427.65,1562848
2023-09-22,427.65,432.4,425.92,430.27,7751265
2023-09-23,430.27,436.84,428.84,432.68,1364882
2023-09-24,432.68,444.21,432.27,441.45,1447738
2023-09-25,441.45,443.62,433.0,436.24,6773178
2023-09-26,436.24,440.97,434.98,440.33,7591982
2023-09-27,440.33,447.36,439.13,444.69,4967435
2023-09-28,444.69,445.39,441.18,442.74,4353308
2023-09-29,442.74,446.08,441.86,445.55,7080756
2023-09-30,445.55,448.53,444.08,447.88,8414376
2023-10-01,447.88,449.46,435.91,440.4,1987599
2023-10-02,440.4,444.83,438.69,442.77,8122008
2023-10-03,442.77,444.26,437.23,440.04,4571364
2023-10-04,440.04,445.08,438.55,443.29,5224321
2023-10-05,443.29,443.49,440.42,442.49,2973427
2023-10-06,442.49,445.68,437.73,438.83,7870020
2023-10-07,438.83,439.22,434.95,436.07,2077566
2023-10-08,436.07,438.07,434.3,436.63,7730029
2023-10-09,436.63,437.65,428.18,431.44,1689887
2023-10-10,431.44,435.15,430.48,433.33,7043098
2023-10-11,433.33,433.38,429.6,431.91,8976458
2023-10-12,431.91,432.09,431.38,431.97,1556841
2023-10-13,431.97,439.95,431.35,439.85,8429747
2023-10-14,439.85,445.91,436.81,437.11,8684310
2023-10-15,437.11,442.86,436.81,439.33,7988013
2023-10-16,439.33,441.73,432.9,436.15,2331837
2023-10-17,436.15,439.1,431.18,433.36,3132060
2023-10-18,433.36,438.72,430.5,430.58,2747542
2023-10-19,430.58,432.36,425.08,425.26,2668847
2023-10-20,425.26,430.51,424.0,429.93,8855124
2023-10-21,429.93,432.0,426.36,429.36,3217451
2023-10-22,429.36,437.59,427.44,435.38,6337827
2023-10-23,435.38,448.33,432.6,443.39,6777475
2023-10-24,443.39,446.15,442.62,445.29,5493787
2023-10-25,445.29,447.08,441.55,442.11,4094930
2023-10-26,442.11,444.14,437.58,438.64,7414258
2023-10-27,438.64,442.72,434.1,441.86,3486244
2023-10-28,441.86,442.65,432.27,433.92,6362315
2023-10-29,433.92,444.57,429.35,443.52,7149174
2023-10-30,443.52,444.16,439.19,439.19,2252962
2023-10-31,439.19,442.47,435.65,437.65,1400777
2023-11-01,437.65,441.26,436.37,440.09,6478670
2023-11-02,440.09,442.04,438.21,441.81,5387986
2023-11-03,441.81,442.89,438.95,440.3,5895515
2023-11-04,440.3,441.53,436.63,439.65,2330629
2023-11-05,439.65,450.42,435.4,446.6,3043366
2023-11-06,446.6,449.19,444.09,445.35,6582388
2023-11-07,445.35,447.1,442.92,446.6,3216604
2023-11-08,446.6,448.58,444.36,448.41,5988908
2023-11-09,448.41,450.04,437.11,439.19,8861443
2023-11-10,439.19,439.5,433.73,433.77,1516138
2023-11-11,433.77,436.45,433.29,434.06,2993710
2023-11-12,434.06,444.4,431.46,439.91,6509636
2023-11-13,439.91,445.43,439.42,444.17,2673680
2023-11-14,444.17,444.57,435.89,437.38,6143757
2023-11-15,437.38,438.33,431.74,433.57,3518815
2023-11-16,433.57,439.0,422.58,423.01,5516479
2023-11-17,423.01,427.5,417.77,417.94,7251085
2023-11-18,417.94,420.21,417.15,419.72,1883166
2023-11-19,419.72,419.95,414.21,417.51,2034034
2023-11-20,417.51,420.79,412.27,413.76,6970040
2023-11-21,413.76,416.82,404.62,405.65,6697835
2023-11-22,405.65,407.19,396.87,398.57,6385513
2023-11-23,398.57,402.76,396.22,398.23,1716564
2023-11-24,398.23,399.22,398.13,398.95,7240106
2023-11-25,398.95,402.71,397.72,402.33,8675227
2023-11-26,402.33,406.36,397.49,398.25,8613235
2023-11-27,398.25,404.24,394.29,401.26,6580405
2023-11-28,401.26,406.72,398.59,404.4,1053533
2023-11-29,404.4,407.01,402.54,405.52,7078581
2023-11-30,405.52,411.24,404.97,406.62,5910123
2023-12-01,406.62,410.96,400.17,402.46,2212950
2023-12-02,402.46,404.95,401.51,404.73,2189853
2023-12-03,404.73,404.9,402.53,403.06,2161001
2023-12-04,403.06,406.0,399.82,401.0,1551679
2023-12-05,401.0,403.32,391.47,394.35,2671951
2023-12-06,394.35,401.5,393.73,397.81,8279569
2023-12-07,397.81,397.94,393.51,396.95,4219905
2023-12-08,396.95,400.36,396.51,399.43,8111167
2023-12-09,399.43,403.47,397.48,400.34,1733749
2023-12-10,400.34,406.12,400.11,403.33,1820924
2023-12-11,403.33,406.31,400.24,405.47,3470104
2023-12-12,405.47,407.59,401.96,403.66,3370563
2023-12-13,403.66,407.85,402.54,404.27,8636436
2023-12-14,404.27,409.44,395.21,399.5,6186473
2023-12-15,399.5,399.6,395.58,399.45,1262129
2023-12-16,399.45,400.92,390.72,392.64,5512069
2023-12-17,392.64,401.51,391.26,398.34,7944339
2023-12-18,398.34,407.55,398.28,405.32,2694793
2023-12-19,405.32,406.57,401.71,405.68,1452687
2023-12-20,405.68,411.1,401.7,411.03,2547859
2023-12-21,411.03,414.59,410.41,411.62,7977944
2023-12-22,411.62,411.9,403.64,405.87,8870940
2023-12-23,405.87,413.76,403.38,412.93,1922102
2023-12-24,412.93,421.76,405.96,420.27,5708145
2023-12-25,420.27,422.06,417.11,421.31,3983132
2023-12-26,421.31,433.33,418.33,430.28,4541083
2023-12-27,430.28,430.68,425.19,425.53,2729032
2023-12-28,425.53,427.87,422.7,424.08,8415350
2023-12-29,424.08,427.89,419.36,423.45,2064350
2023-12-30,423.45,424.22,415.9,415.97,3923307
2023-12-31,415.97,418.39,408.2,409.54,8281296
2024-01-01,409.54,416.16,409.47,413.37,4680904
2024-01-02,413.37,414.02,409.15,410.76,2937973
2024-01-03,410.76,416.27,409.51,414.46,2607037
2024-01-04,414.46,414.88,408.63,412.41,7933386
2024-01-05,412.41,415.13,411.45,414.03,3739405
2024-01-06,414.03,418.74,412.76,417.05,2981498
2024-01-07,417.05,418.36,412.17,415.82,1854015
2024-01-08,415.82,417.53,411.96,414.83,2639402
2024-01-09,414.83,419.19,404.2,405.21,4648398
2024-01-10,405.21,405.37,397.37,398.41,8645398
2024-01-11,398.41,401.84,397.97,400.9,4347231
2024-01-12,400.9,403.25,399.03,401.81,2866064
2024-01-13,401.81,401.82,394.55,395.72,6064276
2024-01-14,395.72,396.45,395.49,396.43,3032427
2024-01-15,396.43,401.74,393.19,400.46,4532902
2024-01-16,400.46,402.32,394.66,397.34,6473442
2024-01-17,397.34,405.61,396.02,402.99,6700868
2024-01-18,402.99,403.47,393.89,394.91,4628314
2024-01-19,394.91,397.72,390.87,392.71,7563062
2024-01-20,392.71,398.24,390.7,395.46,2312468
2024-01-21,395.46,397.9,392.55,395.62,4433831
2024-01-22,395.62,400.66,395.25,397.46,8323194
2024-01-23,397.46,403.15,397.08,400.22,5109077
2024-01-24,400.22,401.1,395.52,396.09,3107412
2024-01-25,396.09,396.43,392.74,393.76,5355532
2024-01-26,393.76,396.19,380.49,383.83,4831787
2024-01-27,383.83,384.68,374.54,377.49,7954032
2024-01-28,377.49,378.79,375.8,377.19,7225269
2024-01-29,377.19,380.5,376.36,380.04,7398005
2024-01-30,380.04,383.12,374.99,376.37,6150624
2024-01-31,376.37,376.92,375.33,375.65,1111638
2024-02-01,375.65,384.06,373.56,379.92,6272783
2024-02-02,379.92,381.77,378.69,378.83,7219906
2024-02-03,378.83,386.16,375.81,381.94,2836376
2024-02-04,381.94,392.98,380.72,392.78,8796530
2024-02-05,392.78,394.21,388.9,393.55,6320881
2024-02-06,393.55,398.8,392.82,395.88,2226946
2024-02-07,395.88,397.75,385.75,388.18,7868081
2024-02-08,388.18,391.69,384.57,389.57,6449302
2024-02-09,389.57,392.43,386.68,389.55,3975826
2024-02-10,389.55,391.87,388.62,390.35,4574423
2024-02-11,390.35,391.42,382.05,384.23,7756491
2024-02-12,384.23,385.92,383.72,383.78,5022757
2024-02-13,383.78,390.47,383.5,387.51,1716567
2024-02-14,387.51,389.21,381.73,385.48,1478678
2024-02-15,385.48,387.83,380.65,382.03,3723788
2024-02-16,382.03,383.81,380.58,382.67,1125710
2024-02-17,382.67,383.47,376.44,377.63,1603976
2024-02-18,377.63,378.94,375.1,376.02,2959926
2024-02-19,376.02,378.44,373.94,377.54,7584094
2024-02-20,377.54,386.59,377.21,382.85,8475385
2024-02-21,382.85,385.05,375.22,380.54,1758378
2024-02-22,380.54,384.4,375.41,376.35,2655663
2024-02-23,376.35,377.78,368.76,368.81,1659470
2024-02-24,368.81,370.99,366.83,368.74,3218739
2024-02-25,368.74,372.06,363.58,365.42,4969839
2024-02-26,365.42,365.45,363.07,364.17,5121929
2024-02-27,364.17,364.8,362.97,364.77,6029822
2024-02-28,364.77,365.4,363.56,365.22,5719170
2024-02-29,365.22,366.91,361.54,361.57,4907093
2024-03-01,361.57,363.03,358.03,358.78,6343886
2024-03-02,358.78,360.6,356.36,358.54,1172467
2024-03-03,358.54,360.44,352.49,354.08,1788325
2024-03-04,354.08,356.31,352.61,352.76,8529293
2024-03-05,352.76,355.62,351.89,354.56,1792432
2024-03-06,354.56,356.93,353.13,355.73,4980675
2024-03-07,355.73,359.21,354.36,356.76,3868529
2024-03-08,356.76,358.96,354.06,355.22,7935070
2024-03-09,355.22,356.99,352.71,354.47,3279167
2024-03-10,354.47,356.0,353.19,354.75,2707345
2024-03-11,354.75,357.6,350.17,350.99,3510035
2024-03-12,350.99,357.71,347.27,354.08,1734642
2024-03-13,354.08,355.0,353.38,354.45,5575156
2024-03-14,354.45,356.21,345.73,346.6,1910168
2024-03-15,346.6,349.26,344.3,349.21,6519831
2024-03-16,349.21,351.31,346.02,346.85,5560465
2024-03-17,346.85,348.56,340.92,342.96,6002196
2024-03-18,342.96,343.52,338.39,338.93,1331133
2024-03-19,338.93,340.72,336.94,337.01,2520839
2024-03-20,337.01,338.33,334.02,335.44,1843942
2024-03-21,335.44,341.6,333.11,340.19,7597976
2024-03-22,340.19,346.53,337.45,345.44,8234759
2024-03-23,345.44,347.32,343.46,344.3,6383513
2024-03-24,344.3,351.82,342.32,348.09,5175556
2024-03-25,348.09,348.31,344.68,347.24,5826145
2024-03-26,347.24,352.77,345.41,352.11,1563872
2024-03-27,352.11,356.24,348.29,356.07,2302717
2024-03-28,356.07,358.06,350.86,351.17,1856000
2024-03-29,351.17,356.19,349.02,355.1,4581933
2024-03-30,355.1,358.06,351.81,351.9,2020649
2024-03-31,351.9,359.99,351.7,359.67,4962206
2024-04-01,359.67,364.93,359.31,361.78,3032311
2024-04-02,361.78,362.78,354.02,355.67,7268318
2024-04-03,355.67,356.54,350.34,354.07,7121349
2024-04-04,354.07,356.02,351.93,354.4,6616519
2024-04-05,354.4,355.76,352.31,352.92,1441751
2024-04-06,352.92,353.23,350.12,352.95,7856373
2024-04-07,352.95,355.03,351.64,353.61,3621396
2024-04-08,353.61,354.77,352.01,353.45,1501462
2024-04-09,353.45,355.36,345.85,350.15,7104947
2024-04-10,350.15,351.23,342.84,344.92,4047292
2024-04-11,344.92,351.52,344.6,350.41,7726393
2024-04-12,350.41,351.35,346.2,347.24,7581904
2024-04-13,347.24,347.29,336.74,338.42,3348030
2024-04-14,338.42,349.81,337.41,347.89,3785353
2024-04-15,347.89,349.99,338.96,341.16,1130028
2024-04-16,341.16,346.02,340.45,343.79,8450124
2024-04-17,343.79,347.7,341.92,347.66,4155793
2024-04-18,347.66,350.09,340.73,341.27,1014134
2024-04-19,341.27,341.91,337.21,338.54,2319363
2024-04-20,338.54,340.31,332.4,332.81,7989648
2024-04-21,332.81,335.25,329.27,332.24,5797513
2024-04-22,332.24,342.42,331.57,338.38,7518327
2024-04-23,338.38,339.85,333.15,334.03,1713564
2024-04-24,334.03,334.55,327.71,330.06,7058173
2024-04-25,330.06,335.74,329.51,334.52,6091031
2024-04-26,334.52,338.76,333.43,338.1,5918981
2024-04-27,338.1,338.13,326.83,330.04,4856389
2024-04-28,330.04,330.61,325.42,325.82,4340230
2024-04-29,325.82,330.33,323.99,326.97,8424706
2024-04-30,326.97,330.06,325.76,328.68,2784203
2024-05-01,328.68,329.12,327.61,328.72,6880952
2024-05-02,328.72,331.02,325.69,327.67,8188623
2024-05-03,327.67,332.99,327.24,332.66,5137837
2024-05-04,332.66,333.28,329.42,331.58,2309922
2024-05-05,331.58,331.76,326.55,326.96,3353407
2024-05-06,326.96,327.0,321.01,326.36,8265226
2024-05-07,326.36,330.99,325.41,328.78,2791664
2024-05-08,328.78,331.92,324.55,328.46,7436150
2024-05-09,328.46,334.6,327.09,332.51,2098100
2024-05-10,332.51,333.13,332.16,332.62,1701760
2024-05-11,332.62,335.44,332.53,334.95,4100708
2024-05-12,334.95,339.39,331.13,337.89,1538429
2024-05-13,337.89,339.62,333.37,335.37,8735594
2024-05-14,335.37,345.57,335.26,342.31,6374018
2024-05-15,342.31,350.94,340.05,347.3,5248838
2024-05-16,347.3,348.6,341.54,344.18,7045766
2024-05-17,344.18,352.71,343.65,352.61,3146327
2024-05-18,352.61,354.26,352.18,354.02,8710053
2024-05-19,354.02,357.29,352.86,353.86,6952625
2024-05-20,353.86,357.15,352.67,353.57,3664914
2024-05-21,353.57,354.04,348.96,353.89,6678157
2024-05-22,353.89,356.58,351.25,353.98,4948730
2024-05-23,353.98,356.84,352.64,356.16,2041391
2024-05-24,356.16,357.52,350.3,353.6,8669691
2024-05-25,353.6,356.42,353.32,356.28,7016533
2024-05-26,356.28,364.27,354.24,362.41,1652520
2024-05-27,362.41,372.57,360.8,368.84,8455019
2024-05-28,368.84,372.47,364.37,368.95,4230277
2024-05-29,368.95,370.51,364.31,366.68,4794451
2024-05-30,366.68,370.64,366.58,370.33,4070499
2024-05-31,370.33,373.39,369.21,372.49,1475855
2024-06-01,372.49,376.59,370.8,374.54,2253190
